Rows & Cols, Channels, Filters, Memory Usage,,WS-1-ex, WS-(MAC/CYCLE),IM2COL-IC-1EX ,IM2C IC  (MAC/CYCLE), IM2C OC 1 EX, IM2C OC  (MAC/CYCLE), CONV OC 1 EX, CONV OC  (MAC/CYCLE)
24, 48, 80, 394kB, ,6891, ,2181 , ,31528, ,34229, ,
24, 48, 96, 451kB, ,6891, ,2181 , ,37756, ,41173, ,
24, 48, 112, 508kB, ,6891, ,2181 , ,43822, ,48007, ,
24, 64, 16, 210kB, ,6891, ,2903 , ,6278, ,6994, ,
24, 64, 17, 214kB, ,6891, ,2903 , ,12639, ,13717, ,
24, 64, 18, 218kB, ,6891, ,2903 , ,12639, ,13717, ,
24, 64, 19, 222kB, ,6891, ,2903 , ,12639, ,13717, ,
24, 64, 20, 226kB, ,6891, ,2903 , ,12639, ,13717, ,
24, 64, 21, 230kB, ,6891, ,2903 , ,12639, ,13717, ,
24, 64, 22, 235kB, ,6891, ,2903 , ,12639, ,13717, ,
24, 64, 23, 239kB, ,6891, ,2903 , ,12639, ,13717, ,
24, 64, 24, 243kB, ,6891, ,2903 , ,12639, ,13717, ,
24, 64, 25, 247kB, ,6891, ,2903 , ,12639, ,13717, ,
24, 64, 26, 251kB, ,6891, ,2903 , ,12639, ,13717, ,
24, 64, 27, 255kB, ,6891, ,2903 , ,12639, ,13717, ,
24, 64, 28, 259kB, ,6891, ,2903 , ,12639, ,13717, ,
24, 64, 29, 264kB, ,6891, ,2903 , ,12639, ,13717, ,
24, 64, 30, 268kB, ,6891, ,2903 , ,12639, ,13717, ,
24, 64, 31, 272kB, ,6891, ,2903 , ,12639, ,13717, ,
24, 64, 32, 276kB, ,6891, ,2903 , ,12639, ,13717, ,
24, 64, 48, 342kB, ,6891, ,2903 , ,18939, ,20554, ,
24, 64, 64, 409kB, ,6891, ,2903 , ,25235, ,27390, ,
24, 64, 80, 475kB, ,6891, ,2903 , ,31528, ,34229, ,
24, 80, 16, 255kB, ,6891, ,3611 , ,6278, ,6994, ,
24, 80, 17, 259kB, ,6891, ,3611 , ,12639, ,13717, ,
24, 80, 18, 264kB, ,6891, ,3611 , ,12639, ,13717, ,
24, 80, 19, 269kB, ,6891, ,3611 , ,12639, ,13717, ,
24, 80, 20, 274kB, ,6891, ,3611 , ,12639, ,13717, ,
24, 80, 21, 278kB, ,6891, ,3611 , ,12639, ,13717, ,
24, 80, 22, 283kB, ,6891, ,3611 , ,12639, ,13717, ,
24, 80, 23, 288kB, ,6891, ,3611 , ,12639, ,13717, ,
24, 80, 24, 292kB, ,6891, ,3611 , ,12639, ,13717, ,
24, 80, 25, 297kB, ,6891, ,3611 , ,12639, ,13717, ,
24, 80, 26, 302kB, ,6891, ,3611 , ,12639, ,13717, ,
24, 80, 27, 306kB, ,6891, ,3611 , ,12639, ,13717, ,
24, 80, 28, 311kB, ,6891, ,3611 , ,12639, ,13717, ,
24, 80, 29, 316kB, ,6891, ,3611 , ,12639, ,13717, ,
24, 80, 30, 321kB, ,6891, ,3611 , ,12639, ,13717, ,
24, 80, 31, 325kB, ,6891, ,3611 , ,12639, ,13717, ,
24, 80, 32, 330kB, ,6891, ,3611 , ,12639, ,13717, ,
24, 80, 48, 405kB, ,6891, ,3611 , ,18939, ,20554, ,
24, 80, 64, 481kB, ,6891, ,3611 , ,25235, ,27390, ,
24, 96, 16, 300kB, ,6891, ,4312 , ,6278, ,6994, ,
24, 96, 17, 305kB, ,6891, ,4312 , ,12639, ,13717, ,
24, 96, 18, 310kB, ,6891, ,4312 , ,12639, ,13717, ,
24, 96, 19, 316kB, ,6891, ,4312 , ,12639, ,13717, ,
24, 96, 20, 321kB, ,6891, ,4312 , ,12639, ,13717, ,
24, 96, 21, 326kB, ,6891, ,4312 , ,12639, ,13717, ,
24, 96, 22, 331kB, ,6891, ,4312 , ,12639, ,13717, ,
24, 96, 23, 337kB, ,6891, ,4312 , ,12639, ,13717, ,
24, 96, 24, 342kB, ,6891, ,4312 , ,12639, ,13717, ,
24, 96, 25, 347kB, ,6891, ,4312 , ,12639, ,13717, ,
24, 96, 26, 352kB, ,6891, ,4312 , ,12639, ,13717, ,
24, 96, 27, 358kB, ,6891, ,4312 , ,12639, ,13717, ,
24, 96, 28, 363kB, ,6891, ,4312 , ,12639, ,13717, ,
24, 96, 29, 368kB, ,6891, ,4312 , ,12639, ,13717, ,
24, 96, 30, 373kB, ,6891, ,4312 , ,12639, ,13717, ,
24, 96, 31, 379kB, ,6891, ,4312 , ,12639, ,13717, ,
24, 96, 32, 384kB, ,6891, ,4312 , ,12639, ,13717, ,
24, 96, 48, 468kB, ,6891, ,4312 , ,18939, ,20554, ,
24, 112, 16, 345kB, ,6891, ,5018 , ,6278, ,6994, ,
24, 112, 17, 351kB, ,6891, ,5018 , ,12639, ,13717, ,
24, 112, 18, 356kB, ,6891, ,5018 , ,12639, ,13717, ,
24, 112, 19, 362kB, ,6891, ,5018 , ,12639, ,13717, ,
24, 112, 20, 368kB, ,6891, ,5018 , ,12639, ,13717, ,
24, 112, 21, 374kB, ,6891, ,5018 , ,12639, ,13717, ,
24, 112, 22, 380kB, ,6891, ,5018 , ,12639, ,13717, ,
24, 112, 23, 386kB, ,6891, ,5018 , ,12639, ,13717, ,
24, 112, 24, 391kB, ,6891, ,5018 , ,12639, ,13717, ,
24, 112, 25, 397kB, ,6891, ,5018 , ,12639, ,13717, ,
24, 112, 26, 403kB, ,6891, ,5018 , ,12639, ,13717, ,
24, 112, 27, 409kB, ,6891, ,5018 , ,12639, ,13717, ,
24, 112, 28, 415kB, ,6891, ,5018 , ,12639, ,13717, ,
24, 112, 29, 421kB, ,6891, ,5018 , ,12639, ,13717, ,
24, 112, 30, 426kB, ,6891, ,5018 , ,12639, ,13717, ,
24, 112, 31, 432kB, ,6891, ,5018 , ,12639, ,13717, ,
24, 112, 32, 438kB, ,6891, ,5018 , ,12639, ,13717, ,
24, 128, 16, 390kB, ,6891, ,5731 , ,6278, ,6994, ,
24, 128, 17, 396kB, ,6891, ,5731 , ,12639, ,13717, ,
24, 128, 18, 403kB, ,6891, ,5731 , ,12639, ,13717, ,
24, 128, 19, 409kB, ,6891, ,5731 , ,12639, ,13717, ,
24, 128, 20, 415kB, ,6891, ,5731 , ,12639, ,13717, ,
24, 128, 21, 422kB, ,6891, ,5731 , ,12639, ,13717, ,
24, 128, 22, 428kB, ,6891, ,5731 , ,12639, ,13717, ,
24, 128, 23, 434kB, ,6891, ,5731 , ,12639, ,13717, ,
24, 128, 24, 441kB, ,6891, ,5731 , ,12639, ,13717, ,
24, 128, 25, 447kB, ,6891, ,5731 , ,12639, ,13717, ,
24, 128, 26, 454kB, ,6891, ,5731 , ,12639, ,13717, ,
24, 128, 27, 460kB, ,6891, ,5731 , ,12639, ,13717, ,
24, 128, 28, 466kB, ,6891, ,5731 , ,12639, ,13717, ,
24, 128, 29, 473kB, ,6891, ,5731 , ,12639, ,13717, ,
24, 128, 30, 479kB, ,6891, ,5731 , ,12639, ,13717, ,
24, 128, 31, 486kB, ,6891, ,5731 , ,12639, ,13717, ,
24, 128, 32, 492kB, ,6891, ,5731 , ,12639, ,13717, ,
24, 144, 16, 435kB, ,6891, ,6390 , ,6278, ,6994, ,
24, 144, 17, 442kB, ,6891, ,6390 , ,12639, ,13717, ,
24, 144, 18, 449kB, ,6891, ,6390 , ,12639, ,13717, ,
24, 144, 19, 456kB, ,6891, ,6390 , ,12639, ,13717, ,
24, 144, 20, 463kB, ,6891, ,6390 , ,12639, ,13717, ,
24, 144, 21, 470kB, ,6891, ,6390 , ,12639, ,13717, ,
24, 144, 22, 476kB, ,6891, ,6390 , ,12639, ,13717, ,
24, 144, 23, 483kB, ,6891, ,6390 , ,12639, ,13717, ,
24, 144, 24, 490kB, ,6891, ,6390 , ,12639, ,13717, ,
24, 144, 25, 497kB, ,6891, ,6390 , ,12639, ,13717, ,
24, 144, 26, 504kB, ,6891, ,6390 , ,12639, ,13717, ,
24, 144, 27, 511kB, ,6891, ,6390 , ,12639, ,13717, ,
25, 16, 16, 81kB, ,7523, ,679 , ,6278, ,6994, ,
25, 16, 17, 83kB, ,7523, ,679 , ,12639, ,13717, ,
25, 16, 18, 86kB, ,7523, ,679 , ,12639, ,13717, ,
25, 16, 19, 89kB, ,7523, ,679 , ,12639, ,13717, ,
25, 16, 20, 91kB, ,7523, ,679 , ,12639, ,13717, ,
25, 16, 21, 94kB, ,7523, ,679 , ,12639, ,13717, ,
25, 16, 22, 96kB, ,7523, ,679 , ,12639, ,13717, ,
25, 16, 23, 99kB, ,7523, ,679 , ,12639, ,13717, ,
25, 16, 24, 102kB, ,7523, ,679 , ,12639, ,13717, ,
25, 16, 25, 104kB, ,7523, ,679 , ,12639, ,13717, ,
25, 16, 26, 107kB, ,7523, ,679 , ,12639, ,13717, ,
25, 16, 27, 110kB, ,7523, ,679 , ,12639, ,13717, ,
25, 16, 28, 112kB, ,7523, ,679 , ,12639, ,13717, ,
25, 16, 29, 115kB, ,7523, ,679 , ,12639, ,13717, ,
25, 16, 30, 117kB, ,7523, ,679 , ,12639, ,13717, ,
25, 16, 31, 120kB, ,7523, ,679 , ,12639, ,13717, ,
25, 16, 32, 123kB, ,7523, ,679 , ,12639, ,13717, ,
25, 16, 48, 165kB, ,7523, ,679 , ,18939, ,20554, ,
25, 16, 64, 207kB, ,7523, ,679 , ,25235, ,27390, ,
25, 16, 80, 249kB, ,7523, ,679 , ,31528, ,34229, ,
25, 16, 96, 291kB, ,7523, ,679 , ,37756, ,41173, ,
25, 16, 112, 333kB, ,7523, ,679 , ,43822, ,48007, ,
25, 16, 128, 375kB, ,7523, ,679 , ,49871, ,54896, ,
25, 16, 144, 417kB, ,7523, ,679 , ,55927, ,61848, ,
25, 17, 16, 84kB, ,7523, ,1444 , ,6278, ,6994, ,
25, 17, 17, 86kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 17, 18, 89kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 17, 19, 92kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 17, 20, 94kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 17, 21, 97kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 17, 22, 100kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 17, 23, 102kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 17, 24, 105kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 17, 25, 108kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 17, 26, 110kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 17, 27, 113kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 17, 28, 116kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 17, 29, 118kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 17, 30, 121kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 17, 31, 124kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 17, 32, 126kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 17, 48, 169kB, ,7523, ,1444 , ,18939, ,20554, ,
25, 17, 64, 212kB, ,7523, ,1444 , ,25235, ,27390, ,
25, 17, 80, 254kB, ,7523, ,1444 , ,31528, ,34229, ,
25, 17, 96, 297kB, ,7523, ,1444 , ,37756, ,41173, ,
25, 17, 112, 339kB, ,7523, ,1444 , ,43822, ,48007, ,
25, 17, 128, 382kB, ,7523, ,1444 , ,49871, ,54896, ,
25, 17, 144, 425kB, ,7523, ,1444 , ,55927, ,61848, ,
25, 18, 16, 87kB, ,7523, ,1444 , ,6278, ,6994, ,
25, 18, 17, 89kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 18, 18, 92kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 18, 19, 95kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 18, 20, 97kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 18, 21, 100kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 18, 22, 103kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 18, 23, 106kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 18, 24, 108kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 18, 25, 111kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 18, 26, 114kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 18, 27, 116kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 18, 28, 119kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 18, 29, 122kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 18, 30, 124kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 18, 31, 127kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 18, 32, 130kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 18, 48, 173kB, ,7523, ,1444 , ,18939, ,20554, ,
25, 18, 64, 216kB, ,7523, ,1444 , ,25235, ,27390, ,
25, 18, 80, 259kB, ,7523, ,1444 , ,31528, ,34229, ,
25, 18, 96, 303kB, ,7523, ,1444 , ,37756, ,41173, ,
25, 18, 112, 346kB, ,7523, ,1444 , ,43822, ,48007, ,
25, 18, 128, 389kB, ,7523, ,1444 , ,49871, ,54896, ,
25, 18, 144, 432kB, ,7523, ,1444 , ,55927, ,61848, ,
25, 19, 16, 90kB, ,7523, ,1444 , ,6278, ,6994, ,
25, 19, 17, 92kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 19, 18, 95kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 19, 19, 98kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 19, 20, 101kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 19, 21, 103kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 19, 22, 106kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 19, 23, 109kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 19, 24, 112kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 19, 25, 114kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 19, 26, 117kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 19, 27, 120kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 19, 28, 122kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 19, 29, 125kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 19, 30, 128kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 19, 31, 131kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 19, 32, 133kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 19, 48, 177kB, ,7523, ,1444 , ,18939, ,20554, ,
25, 19, 64, 221kB, ,7523, ,1444 , ,25235, ,27390, ,
25, 19, 80, 265kB, ,7523, ,1444 , ,31528, ,34229, ,
25, 19, 96, 308kB, ,7523, ,1444 , ,37756, ,41173, ,
25, 19, 112, 352kB, ,7523, ,1444 , ,43822, ,48007, ,
25, 19, 128, 396kB, ,7523, ,1444 , ,49871, ,54896, ,
25, 19, 144, 440kB, ,7523, ,1444 , ,55927, ,61848, ,
25, 20, 16, 93kB, ,7523, ,1444 , ,6278, ,6994, ,
25, 20, 17, 95kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 20, 18, 98kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 20, 19, 101kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 20, 20, 104kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 20, 21, 106kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 20, 22, 109kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 20, 23, 112kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 20, 24, 115kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 20, 25, 118kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 20, 26, 120kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 20, 27, 123kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 20, 28, 126kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 20, 29, 129kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 20, 30, 131kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 20, 31, 134kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 20, 32, 137kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 20, 48, 181kB, ,7523, ,1444 , ,18939, ,20554, ,
25, 20, 64, 226kB, ,7523, ,1444 , ,25235, ,27390, ,
25, 20, 80, 270kB, ,7523, ,1444 , ,31528, ,34229, ,
25, 20, 96, 314kB, ,7523, ,1444 , ,37756, ,41173, ,
25, 20, 112, 359kB, ,7523, ,1444 , ,43822, ,48007, ,
25, 20, 128, 403kB, ,7523, ,1444 , ,49871, ,54896, ,
25, 20, 144, 447kB, ,7523, ,1444 , ,55927, ,61848, ,
25, 21, 16, 96kB, ,7523, ,1444 , ,6278, ,6994, ,
25, 21, 17, 98kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 21, 18, 101kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 21, 19, 104kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 21, 20, 107kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 21, 21, 110kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 21, 22, 112kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 21, 23, 115kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 21, 24, 118kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 21, 25, 121kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 21, 26, 124kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 21, 27, 126kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 21, 28, 129kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 21, 29, 132kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 21, 30, 135kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 21, 31, 138kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 21, 32, 141kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 21, 48, 185kB, ,7523, ,1444 , ,18939, ,20554, ,
25, 21, 64, 230kB, ,7523, ,1444 , ,25235, ,27390, ,
25, 21, 80, 275kB, ,7523, ,1444 , ,31528, ,34229, ,
25, 21, 96, 320kB, ,7523, ,1444 , ,37756, ,41173, ,
25, 21, 112, 365kB, ,7523, ,1444 , ,43822, ,48007, ,
25, 21, 128, 410kB, ,7523, ,1444 , ,49871, ,54896, ,
25, 21, 144, 455kB, ,7523, ,1444 , ,55927, ,61848, ,
25, 22, 16, 99kB, ,7523, ,1444 , ,6278, ,6994, ,
25, 22, 17, 101kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 22, 18, 104kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 22, 19, 107kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 22, 20, 110kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 22, 21, 113kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 22, 22, 116kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 22, 23, 119kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 22, 24, 121kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 22, 25, 124kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 22, 26, 127kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 22, 27, 130kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 22, 28, 133kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 22, 29, 136kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 22, 30, 138kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 22, 31, 141kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 22, 32, 144kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 22, 48, 190kB, ,7523, ,1444 , ,18939, ,20554, ,
25, 22, 64, 235kB, ,7523, ,1444 , ,25235, ,27390, ,
25, 22, 80, 280kB, ,7523, ,1444 , ,31528, ,34229, ,
25, 22, 96, 326kB, ,7523, ,1444 , ,37756, ,41173, ,
25, 22, 112, 371kB, ,7523, ,1444 , ,43822, ,48007, ,
25, 22, 128, 417kB, ,7523, ,1444 , ,49871, ,54896, ,
25, 22, 144, 462kB, ,7523, ,1444 , ,55927, ,61848, ,
25, 23, 16, 102kB, ,7523, ,1444 , ,6278, ,6994, ,
25, 23, 17, 105kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 23, 18, 107kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 23, 19, 110kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 23, 20, 113kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 23, 21, 116kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 23, 22, 119kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 23, 23, 122kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 23, 24, 125kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 23, 25, 128kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 23, 26, 130kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 23, 27, 133kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 23, 28, 136kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 23, 29, 139kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 23, 30, 142kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 23, 31, 145kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 23, 32, 148kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 23, 48, 194kB, ,7523, ,1444 , ,18939, ,20554, ,
25, 23, 64, 240kB, ,7523, ,1444 , ,25235, ,27390, ,
25, 23, 80, 286kB, ,7523, ,1444 , ,31528, ,34229, ,
25, 23, 96, 332kB, ,7523, ,1444 , ,37756, ,41173, ,
25, 23, 112, 378kB, ,7523, ,1444 , ,43822, ,48007, ,
25, 23, 128, 424kB, ,7523, ,1444 , ,49871, ,54896, ,
25, 23, 144, 470kB, ,7523, ,1444 , ,55927, ,61848, ,
25, 24, 16, 105kB, ,7523, ,1444 , ,6278, ,6994, ,
25, 24, 17, 108kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 24, 18, 110kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 24, 19, 113kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 24, 20, 116kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 24, 21, 119kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 24, 22, 122kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 24, 23, 125kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 24, 24, 128kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 24, 25, 131kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 24, 26, 134kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 24, 27, 137kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 24, 28, 140kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 24, 29, 142kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 24, 30, 145kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 24, 31, 148kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 24, 32, 151kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 24, 48, 198kB, ,7523, ,1444 , ,18939, ,20554, ,
25, 24, 64, 244kB, ,7523, ,1444 , ,25235, ,27390, ,
25, 24, 80, 291kB, ,7523, ,1444 , ,31528, ,34229, ,
25, 24, 96, 337kB, ,7523, ,1444 , ,37756, ,41173, ,
25, 24, 112, 384kB, ,7523, ,1444 , ,43822, ,48007, ,
25, 24, 128, 431kB, ,7523, ,1444 , ,49871, ,54896, ,
25, 24, 144, 477kB, ,7523, ,1444 , ,55927, ,61848, ,
25, 25, 16, 108kB, ,7523, ,1444 , ,6278, ,6994, ,
25, 25, 17, 111kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 25, 18, 114kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 25, 19, 116kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 25, 20, 119kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 25, 21, 122kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 25, 22, 125kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 25, 23, 128kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 25, 24, 131kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 25, 25, 134kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 25, 26, 137kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 25, 27, 140kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 25, 28, 143kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 25, 29, 146kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 25, 30, 149kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 25, 31, 152kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 25, 32, 155kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 25, 48, 202kB, ,7523, ,1444 , ,18939, ,20554, ,
25, 25, 64, 249kB, ,7523, ,1444 , ,25235, ,27390, ,
25, 25, 80, 296kB, ,7523, ,1444 , ,31528, ,34229, ,
25, 25, 96, 343kB, ,7523, ,1444 , ,37756, ,41173, ,
25, 25, 112, 390kB, ,7523, ,1444 , ,43822, ,48007, ,
25, 25, 128, 438kB, ,7523, ,1444 , ,49871, ,54896, ,
25, 25, 144, 485kB, ,7523, ,1444 , ,55927, ,61848, ,
25, 26, 16, 111kB, ,7523, ,1444 , ,6278, ,6994, ,
25, 26, 17, 114kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 26, 18, 117kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 26, 19, 120kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 26, 20, 123kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 26, 21, 126kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 26, 22, 129kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 26, 23, 132kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 26, 24, 135kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 26, 25, 137kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 26, 26, 140kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 26, 27, 143kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 26, 28, 146kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 26, 29, 149kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 26, 30, 152kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 26, 31, 155kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 26, 32, 158kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 26, 48, 206kB, ,7523, ,1444 , ,18939, ,20554, ,
25, 26, 64, 254kB, ,7523, ,1444 , ,25235, ,27390, ,
25, 26, 80, 301kB, ,7523, ,1444 , ,31528, ,34229, ,
25, 26, 96, 349kB, ,7523, ,1444 , ,37756, ,41173, ,
25, 26, 112, 397kB, ,7523, ,1444 , ,43822, ,48007, ,
25, 26, 128, 444kB, ,7523, ,1444 , ,49871, ,54896, ,
25, 26, 144, 492kB, ,7523, ,1444 , ,55927, ,61848, ,
25, 27, 16, 114kB, ,7523, ,1444 , ,6278, ,6994, ,
25, 27, 17, 117kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 27, 18, 120kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 27, 19, 123kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 27, 20, 126kB, ,7523, ,1444 , ,12639, ,13717, ,
